Time,Temperature,Humidity,Wind Speed,Precipitation,Description,Day
3:30am,47,93,6,0,Fog,11/03/2021
3:51am,47,93,6,0,Fog,11/03/2021
4:51am,46,93,6,0,Fog,11/03/2021
5:51am,45,93,7,0,Fog,11/03/2021
6:46am,45,93,6,0,Fog,11/03/2021
6:51am,45,90,5,0,Fog,11/03/2021
7:20am,44,93,3,0,Cloudy,11/03/2021
7:51am,44,93,0,0,Cloudy,11/03/2021
8:51am,48,83,3,0,Mostly Cloudy,11/03/2021
9:51am,52,69,3,0,Mostly Cloudy,11/03/2021
10:51am,58,46,7,0,Mostly Cloudy,11/03/2021
11:51am,60,39,14,0,Partly Cloudy,11/03/2021
12:51pm,64,35,7,0,Partly Cloudy,11/03/2021
1:51pm,67,33,12,0,Partly Cloudy,11/03/2021
2:51pm,67,34,9,0,Partly Cloudy,11/03/2021
3:51pm,66,37,9,0,Mostly Cloudy,11/03/2021
4:51pm,65,39,7,0,Mostly Cloudy,11/03/2021
5:51pm,64,40,13,0,Partly Cloudy,11/03/2021
6:51pm,58,49,9,0,Partly Cloudy,11/03/2021
7:51pm,56,55,7,0,Partly Cloudy,11/03/2021
8:51pm,56,55,8,0,Mostly Cloudy,11/03/2021
9:51pm,56,55,10,0,Mostly Cloudy,11/03/2021
10:51pm,59,48,14,0,Partly Cloudy,11/03/2021
11:51pm,57,51,12,0,Partly Cloudy,11/03/2021
12:51am,62,41,9,0,Mostly Cloudy,11/03/2021
1:51am,63,40,13,0,Cloudy,12/03/2021
2:51am,64,45,12,0,Cloudy,12/03/2021
3:51am,63,52,10,0,Cloudy,12/03/2021
4:51am,63,54,15,0,Cloudy,12/03/2021
5:51am,63,56,14,0,Cloudy,12/03/2021
6:51am,63,58,13,0,Cloudy,12/03/2021
7:51am,58,65,16,0,Cloudy,12/03/2021
8:51am,55,47,10,0,Cloudy,12/03/2021
9:51am,57,37,18,0,Mostly Cloudy,12/03/2021
10:51am,58,37,21,0,Mostly Cloudy / Windy,12/03/2021
11:51am,59,32,13,0,Mostly Cloudy,12/03/2021
12:51pm,60,28,9,0,Mostly Cloudy,12/03/2021
1:51pm,63,23,8,0,Partly Cloudy,12/03/2021
2:51pm,65,20,13,0,Partly Cloudy,12/03/2021
3:51pm,64,17,17,0,Partly Cloudy,12/03/2021
4:51pm,66,16,9,0,Partly Cloudy,12/03/2021
5:51pm,67,14,20,0,Partly Cloudy,12/03/2021
6:51pm,65,15,20,0,Partly Cloudy,12/03/2021
7:51pm,63,16,20,0,Fair,12/03/2021
8:51pm,62,18,20,0,Fair,12/03/2021
9:51pm,61,17,18,0,Fair,12/03/2021
10:51pm,57,22,20,0,Partly Cloudy,12/03/2021
11:51pm,53,25,16,0,Partly Cloudy,12/03/2021
12:51am,53,26,32,0, / Windy,12/03/2021
1:51am,49,38,24,0,Fair / Windy,13/03/2021
2:51am,46,30,40,0,Fair / Windy,13/03/2021
3:51am,41,31,29,0,Fair / Windy,13/03/2021
4:51am,38,36,21,0,Fair / Windy,13/03/2021
5:51am,36,30,26,0,Fair / Windy,13/03/2021
6:51am,35,35,16,0,Fair,13/03/2021
7:51am,34,37,14,0,Fair,13/03/2021
8:51am,35,35,16,0,Fair,13/03/2021
9:51am,37,31,12,0,Fair,13/03/2021
10:51am,39,30,14,0,Fair,13/03/2021
11:51am,40,26,7,0,Fair,13/03/2021
12:51pm,42,24,6,0,Fair,13/03/2021
1:51pm,45,20,12,0,Fair,13/03/2021
2:51pm,46,20,13,0,Fair,13/03/2021
3:51pm,48,17,14,0,Fair,13/03/2021
4:51pm,49,18,13,0,Fair,13/03/2021
5:51pm,50,18,12,0,Fair,13/03/2021
6:51pm,49,18,10,0,Fair,13/03/2021
7:51pm,48,21,16,0,Fair,13/03/2021
8:51pm,48,20,14,0,Fair,13/03/2021
9:51pm,47,24,12,0,Fair,13/03/2021
10:51pm,47,21,12,0,Fair,13/03/2021
11:51pm,47,20,9,0,Fair,13/03/2021
12:51am,46,23,10,0,,13/03/2021
1:51am,47,21,18,0,Fair,14/03/2021
2:51am,46,23,14,0,Fair,14/03/2021
3:51am,46,24,14,0,Fair,14/03/2021
4:51am,46,25,18,0,Fair,14/03/2021
5:51am,45,26,15,0,Fair,14/03/2021
6:51am,45,26,14,0,Partly Cloudy,14/03/2021
7:51am,45,26,13,0,Partly Cloudy,14/03/2021
8:51am,46,29,15,0,Partly Cloudy,14/03/2021
9:51am,47,28,15,0,Fair,14/03/2021
10:51am,49,28,14,0,Fair,14/03/2021
11:51am,50,27,15,0,Partly Cloudy,14/03/2021
12:51pm,51,27,25,0,Mostly Cloudy / Windy,14/03/2021
1:51pm,50,28,31,0,Mostly Cloudy / Windy,14/03/2021
2:51pm,50,28,21,0,Mostly Cloudy / Windy,14/03/2021
3:51pm,48,36,25,0,Mostly Cloudy / Windy,14/03/2021
4:51pm,46,37,28,0,Fair / Windy,14/03/2021
5:51pm,44,34,31,0,Partly Cloudy / Windy,14/03/2021
6:51pm,41,35,30,0,Partly Cloudy / Windy,14/03/2021
7:51pm,38,35,25,0,Partly Cloudy / Windy,14/03/2021
8:51pm,36,39,24,0,Fair / Windy,14/03/2021
9:51pm,35,35,24,0,Partly Cloudy / Windy,14/03/2021
10:51pm,34,38,22,0,Partly Cloudy / Windy,14/03/2021
11:51pm,33,38,20,0,Partly Cloudy,14/03/2021
12:51am,32,38,31,0,Partly Cloudy / Windy,15/03/2021
1:51am,31,38,30,0,Fair / Windy,15/03/2021
2:51am,31,37,31,0,Partly Cloudy / Windy,15/03/2021
3:51am,29,35,21,0,Fair / Windy,15/03/2021
4:51am,28,39,26,0,Fair / Windy,15/03/2021
5:51am,26,35,13,0,Fair,15/03/2021
6:51am,25,36,18,0,Fair,15/03/2021
7:51am,25,36,22,0,Fair / Windy,15/03/2021
8:51am,26,34,18,0,Fair,15/03/2021
9:51am,27,34,21,0,Fair / Windy,15/03/2021
10:51am,28,29,23,0,Fair / Windy,15/03/2021
11:51am,30,25,20,0,Fair,15/03/2021
12:51pm,32,20,18,0,Fair,15/03/2021
1:51pm,34,19,16,0,Fair,15/03/2021
2:51pm,36,18,20,0,Fair,15/03/2021
3:51pm,38,19,15,0,Fair,15/03/2021
4:51pm,38,16,15,0,Fair,15/03/2021
5:51pm,39,19,17,0,Fair,15/03/2021
6:51pm,38,20,15,0,Mostly Cloudy,15/03/2021
7:51pm,37,20,14,0,Partly Cloudy,15/03/2021
8:51pm,36,19,12,0,Partly Cloudy,15/03/2021
9:51pm,36,21,12,0,Partly Cloudy,15/03/2021
10:51pm,33,26,14,0,Mostly Cloudy,15/03/2021
11:51pm,32,26,6,0,Mostly Cloudy,15/03/2021
12:51am,32,24,7,0,Mostly Cloudy,16/03/2021
1:51am,32,24,7,0,Mostly Cloudy,16/03/2021
2:51am,31,26,9,0,Mostly Cloudy,16/03/2021
3:51am,31,22,9,0,Cloudy,16/03/2021
4:51am,30,27,12,0,Cloudy,16/03/2021
5:51am,29,36,7,0,Cloudy,16/03/2021
6:51am,29,36,12,0,Mostly Cloudy,16/03/2021
7:51am,29,35,10,0,Mostly Cloudy,16/03/2021
8:51am,30,35,9,0,Mostly Cloudy,16/03/2021
9:51am,31,32,5,0,Cloudy,16/03/2021
10:51am,32,31,5,0,Cloudy,16/03/2021
11:51am,33,27,8,0,Cloudy,16/03/2021
12:51pm,33,29,9,0,Cloudy,16/03/2021
1:51pm,34,38,6,0,Cloudy,16/03/2021
2:51pm,35,40,10,0,Cloudy,16/03/2021
3:51pm,35,46,7,0,Cloudy,16/03/2021
4:51pm,35,50,8,0,Cloudy,16/03/2021
5:51pm,36,50,9,0,Cloudy,16/03/2021
6:51pm,36,55,7,0,Cloudy,16/03/2021
7:00pm,36,55,8,0,Sleet,16/03/2021
7:25pm,36,59,6,0,Cloudy,16/03/2021
7:51pm,36,62,7,0,Cloudy,16/03/2021
8:51pm,35,70,10,0,Cloudy,16/03/2021
9:30pm,35,67,10,0,Cloudy,16/03/2021
9:51pm,35,64,9,0,Cloudy,16/03/2021
10:51pm,35,64,10,0,Cloudy,16/03/2021
11:51pm,35,67,9,0,Cloudy,16/03/2021
12:41am,34,75,8,0,Cloudy,17/03/2021
12:51am,34,75,9,0,Cloudy,17/03/2021
1:51am,35,72,10,0,Cloudy,17/03/2021
2:51am,34,73,6,0,Cloudy,17/03/2021
3:51am,35,72,5,0,Cloudy,17/03/2021
4:51am,35,76,7,0,Cloudy,17/03/2021
5:51am,36,70,8,0,Cloudy,17/03/2021
6:51am,36,70,9,0,Cloudy,17/03/2021
7:51am,36,67,7,0,Cloudy,17/03/2021
8:51am,36,73,9,0,Cloudy,17/03/2021
9:51am,37,76,7,0,Cloudy,17/03/2021
10:24am,38,76,6,0,Cloudy,17/03/2021
10:51am,38,76,5,0,Cloudy,17/03/2021
11:51am,40,73,5,0,Cloudy,17/03/2021
12:51pm,43,65,6,0,Cloudy,17/03/2021
1:51pm,46,61,5,0,Cloudy,17/03/2021
2:51pm,45,63,8,0,Cloudy,17/03/2021
3:51pm,47,61,7,0,Cloudy,17/03/2021
4:51pm,46,63,9,0,Cloudy,17/03/2021
5:51pm,46,63,7,0,Cloudy,17/03/2021
6:51pm,45,68,9,0,Cloudy,17/03/2021
7:51pm,45,71,9,0,Cloudy,17/03/2021
8:51pm,44,76,8,0,Cloudy,17/03/2021
9:51pm,45,74,6,0,Cloudy,17/03/2021
10:51pm,45,74,8,0,Cloudy,17/03/2021
11:51pm,44,76,6,0,Cloudy,17/03/2021
12:51am,44,76,8,0,Cloudy,18/03/2021
1:51am,45,74,7,0,Cloudy,18/03/2021
2:51am,45,74,3,0,Cloudy,18/03/2021
3:51am,46,73,5,0,Cloudy,18/03/2021
4:51am,46,68,3,0,Cloudy,18/03/2021
5:14am,46,71,3,0,Cloudy,18/03/2021
5:51am,46,73,3,0,Cloudy,18/03/2021
6:51am,45,82,6,0,Cloudy,18/03/2021
7:44am,45,82,5,0,Cloudy,18/03/2021
7:51am,45,82,5,0,Light Rain,18/03/2021
8:51am,45,86,0,0,Cloudy,18/03/2021
9:51am,46,83,5,0,Light Rain,18/03/2021
10:51am,44,85,8,0,Light Rain,18/03/2021
11:27am,43,89,10,0.1,Light Rain,18/03/2021
11:48am,43,87,10,0.1,Rain,18/03/2021
11:51am,43,89,9,0.1,Light Rain,18/03/2021
12:51pm,43,89,9,0.1,Rain,18/03/2021
12:57pm,43,89,9,0,Rain,18/03/2021
1:33pm,43,93,10,0.1,Light Rain,18/03/2021
1:51pm,43,89,8,0.1,Light Rain,18/03/2021
1:55pm,43,89,9,0,Light Rain,18/03/2021
2:39pm,43,89,8,0.1,Light Rain,18/03/2021
2:48pm,43,87,9,0.1,Rain,18/03/2021
2:51pm,43,89,10,0.1,Rain,18/03/2021
3:51pm,43,89,15,0.1,Light Rain,18/03/2021
4:51pm,43,89,10,0,Light Rain,18/03/2021
5:51pm,42,89,14,0,Light Rain,18/03/2021
6:51pm,42,92,9,0.1,Light Rain,18/03/2021
6:59pm,42,92,9,0,Light Rain,18/03/2021
7:51pm,42,89,12,0,Cloudy,18/03/2021
8:51pm,44,89,12,0,Light Rain,18/03/2021
9:29pm,45,86,13,0,Light Rain,18/03/2021
9:51pm,45,86,9,0,Cloudy,18/03/2021
10:33pm,45,80,15,0,Light Rain,18/03/2021
10:51pm,45,76,20,0,Light Rain,18/03/2021
11:38pm,44,79,14,0,Light Rain,18/03/2021
11:51pm,44,79,13,0,Light Rain,18/03/2021
12:51am,43,76,14,0,Light Rain,19/03/2021
1:51am,40,79,15,0.1,Light Rain,19/03/2021
2:51am,37,76,22,0,Light Snow / Windy,19/03/2021
3:31am,38,53,22,0,Cloudy / Windy,19/03/2021
3:51am,38,48,17,0,Cloudy,19/03/2021
4:51am,36,43,23,0,Cloudy / Windy,19/03/2021
5:51am,35,37,22,0,Mostly Cloudy / Windy,19/03/2021
6:51am,33,37,20,0,Mostly Cloudy,19/03/2021
7:51am,32,35,26,0,Partly Cloudy / Windy,19/03/2021
8:51am,32,34,18,0,Partly Cloudy,19/03/2021
9:51am,34,34,16,0,Mostly Cloudy,19/03/2021
10:51am,34,32,21,0,Mostly Cloudy / Windy,19/03/2021
11:51am,35,33,20,0,Mostly Cloudy,19/03/2021
12:51pm,36,31,22,0,Mostly Cloudy / Windy,19/03/2021
1:51pm,38,28,22,0,Mostly Cloudy / Windy,19/03/2021
2:51pm,39,26,25,0,Mostly Cloudy / Windy,19/03/2021
3:51pm,41,24,21,0,Fair / Windy,19/03/2021
4:51pm,42,21,21,0,Fair / Windy,19/03/2021
5:51pm,42,22,14,0,Fair,19/03/2021
6:51pm,42,23,18,0,Fair,19/03/2021
7:51pm,41,26,10,0,Fair,19/03/2021
8:51pm,40,28,10,0,Fair,19/03/2021
9:51pm,40,31,6,0,Fair,19/03/2021
10:51pm,39,33,9,0,Fair,19/03/2021
11:51pm,38,36,5,0,,19/03/2021
12:51am,38,35,5,0,Fair,20/03/2021
1:51am,38,35,7,0,Fair,20/03/2021
2:51am,37,36,9,0,Fair,20/03/2021
3:51am,36,36,10,0,Fair,20/03/2021
4:51am,36,36,8,0,Fair,20/03/2021
5:51am,35,39,5,0,Fair,20/03/2021
6:51am,35,40,6,0,Fair,20/03/2021
7:51am,36,39,5,0,Fair,20/03/2021
8:51am,38,36,7,0,Fair,20/03/2021
9:51am,40,35,5,0,Fair,20/03/2021
10:51am,43,32,5,0,Fair,20/03/2021
11:51am,48,27,5,0,Fair,20/03/2021
12:51pm,51,24,5,0,Fair,20/03/2021
1:51pm,55,20,9,0,Fair,20/03/2021
2:51pm,56,19,8,0,Fair,20/03/2021
3:51pm,57,20,8,0,Fair,20/03/2021
4:51pm,59,16,3,0,Fair,20/03/2021
5:51pm,56,30,8,0,Fair,20/03/2021
6:51pm,53,32,9,0,Fair,20/03/2021
7:51pm,49,41,7,0,Fair,20/03/2021
8:51pm,47,48,6,0,Fair,20/03/2021
9:51pm,46,50,5,0,Fair,20/03/2021
10:51pm,46,50,3,0,Fair,20/03/2021
11:51pm,47,48,3,0,,20/03/2021
12:51am,43,62,0,0,Fair,21/03/2021
1:51am,42,65,0,0,Fair,21/03/2021
2:51am,42,65,3,0,Fair,21/03/2021
3:51am,40,77,3,0,Fair,21/03/2021
4:51am,40,70,5,0,Fair,21/03/2021
5:51am,38,79,3,0,Fair,21/03/2021
6:51am,39,73,5,0,Fair,21/03/2021
7:51am,40,73,0,0,Fair,21/03/2021
8:51am,48,50,0,0,Fair,21/03/2021
9:51am,52,28,0,0,Fair,21/03/2021
10:51am,52,25,7,0,Fair,21/03/2021
11:51am,53,25,8,0,Fair,21/03/2021
12:51pm,55,25,6,0,Fair,21/03/2021
1:51pm,59,20,6,0,Fair,21/03/2021
2:51pm,61,17,6,0,Fair,21/03/2021
3:51pm,60,20,10,0,Partly Cloudy,21/03/2021
4:51pm,58,22,10,0,Partly Cloudy,21/03/2021
5:51pm,57,22,9,0,Fair,21/03/2021
6:51pm,55,23,7,0,Fair,21/03/2021
7:51pm,52,31,7,0,Fair,21/03/2021
8:51pm,51,36,6,0,Fair,21/03/2021
9:51pm,49,44,6,0,Fair,21/03/2021
10:51pm,47,56,8,0,Fair,21/03/2021
11:51pm,46,66,0,0,,21/03/2021
12:51am,46,66,7,0,Fair,22/03/2021
1:51am,44,76,3,0,Fair,22/03/2021
2:51am,42,79,3,0,Fair,22/03/2021
3:51am,41,86,5,0,Fair,22/03/2021
4:51am,40,86,6,0,Fair,22/03/2021
5:51am,39,86,5,0,Fair,22/03/2021
6:51am,39,82,6,0,Fair,22/03/2021
7:51am,40,77,6,0,Fair,22/03/2021
8:51am,42,73,7,0,Fair,22/03/2021
9:51am,45,68,6,0,Fair,22/03/2021
10:51am,48,58,8,0,Fair,22/03/2021
11:51am,52,40,7,0,Fair,22/03/2021
12:51pm,56,32,8,0,Fair,22/03/2021
1:51pm,56,34,8,0,Fair,22/03/2021
2:51pm,56,30,10,0,Fair,22/03/2021
3:51pm,56,28,10,0,Fair,22/03/2021
4:51pm,55,34,10,0,Fair,22/03/2021
5:51pm,53,41,12,0,Fair,22/03/2021
6:51pm,50,48,7,0,Fair,22/03/2021
7:51pm,47,61,5,0,Fair,22/03/2021
8:51pm,50,57,9,0,Fair,22/03/2021
9:51pm,48,66,7,0,Fair,22/03/2021
10:51pm,47,68,6,0,Fair,22/03/2021
11:51pm,44,76,5,0,,22/03/2021
12:51am,44,76,0,0,Fair,23/03/2021
1:51am,44,76,6,0,Fair,23/03/2021
2:51am,43,76,3,0,Fair,23/03/2021
3:10am,43,76,5,0,Mostly Cloudy,23/03/2021
3:51am,42,82,5,0,Cloudy,23/03/2021
4:10am,43,80,6,0,Cloudy,23/03/2021
4:35am,42,89,5,0,Fog,23/03/2021
4:51am,42,89,3,0,Cloudy,23/03/2021
5:01am,43,86,5,0,Mostly Cloudy,23/03/2021
5:44am,42,92,10,0,Fog,23/03/2021
5:51am,42,92,9,0,Fog,23/03/2021
6:51am,42,92,9,0,Fog,23/03/2021
7:51am,42,92,10,0,Fog,23/03/2021
8:51am,42,92,12,0,Fog,23/03/2021
9:51am,42,92,8,0,Fog,23/03/2021
10:24am,42,92,10,0,Fog,23/03/2021
10:41am,43,89,7,0,Fog,23/03/2021
10:51am,43,89,7,0,Mostly Cloudy,23/03/2021
11:51am,51,63,8,0,Mostly Cloudy,23/03/2021
12:51pm,54,59,8,0,Mostly Cloudy,23/03/2021
1:51pm,56,57,9,0,Mostly Cloudy,23/03/2021
2:51pm,57,55,10,0,Mostly Cloudy,23/03/2021
3:51pm,58,56,10,0,Mostly Cloudy,23/03/2021
4:51pm,56,64,12,0,Mostly Cloudy,23/03/2021
5:51pm,56,64,7,0,Mostly Cloudy,23/03/2021
6:51pm,54,69,6,0,Mostly Cloudy,23/03/2021
7:51pm,56,60,10,0,Mostly Cloudy,23/03/2021
8:51pm,55,62,8,0,Mostly Cloudy,23/03/2021
9:51pm,54,66,7,0,Mostly Cloudy,23/03/2021
10:51pm,52,71,3,0,Partly Cloudy,23/03/2021
11:51pm,52,71,7,0,Mostly Cloudy,23/03/2021
12:51am,48,80,5,0,Mostly Cloudy,24/03/2021
1:51am,46,83,0,0,Mostly Cloudy,24/03/2021
2:51am,46,83,7,0,Cloudy,24/03/2021
3:51am,45,86,7,0,Cloudy,24/03/2021
4:51am,45,86,5,0,Mostly Cloudy,24/03/2021
5:46am,45,87,12,0,Fog,24/03/2021
5:51am,44,89,12,0,Fog,24/03/2021
5:58am,44,89,9,0,Fog,24/03/2021
6:18am,44,89,8,0,Fog,24/03/2021
6:46am,45,93,5,0,Fog,24/03/2021
6:51am,44,93,5,0,Fog,24/03/2021
7:51am,44,89,10,0,Fog,24/03/2021
8:51am,44,89,12,0,Fog,24/03/2021
9:01am,44,89,12,0,Fog,24/03/2021
9:23am,45,86,14,0,Cloudy,24/03/2021
9:51am,46,83,12,0,Cloudy,24/03/2021
10:02am,46,86,12,0,Cloudy,24/03/2021
10:51am,48,77,12,0,Cloudy,24/03/2021
11:19am,48,77,12,0,Cloudy,24/03/2021
11:51am,49,74,13,0,Cloudy,24/03/2021
12:39pm,48,77,12,0,Cloudy,24/03/2021
12:51pm,48,77,12,0,Cloudy,24/03/2021
1:51pm,48,77,12,0,Cloudy,24/03/2021
2:51pm,49,77,7,0,Cloudy,24/03/2021
3:51pm,48,83,8,0,Light Rain,24/03/2021
3:58pm,48,83,9,0,Light Rain,24/03/2021
4:51pm,48,86,9,0,Light Rain,24/03/2021
5:37pm,47,86,12,0.1,Rain,24/03/2021
5:48pm,46,87,12,0.1,Rain,24/03/2021
5:51pm,47,86,13,0.1,Rain,24/03/2021
6:04pm,46,89,10,0.1,Rain,24/03/2021
6:47pm,46,93,14,0.2,Rain,24/03/2021
6:51pm,47,90,12,0.3,Heavy Rain,24/03/2021
7:13pm,47,90,12,0.1,Rain,24/03/2021
7:28pm,46,89,10,0.2,Rain,24/03/2021
7:51pm,45,93,15,0.4,Heavy Rain,24/03/2021
8:51pm,45,90,17,0.4,Heavy Rain,24/03/2021
8:58pm,45,90,16,0,Rain,24/03/2021
9:41pm,44,93,16,0.1,Light Rain,24/03/2021
9:49pm,45,93,13,0.1,Light Rain,24/03/2021
9:51pm,45,90,13,0.1,Light Rain,24/03/2021
10:13pm,45,93,5,0,Light Rain,24/03/2021
10:48pm,46,93,7,0,Light Drizzle,24/03/2021
10:51pm,46,93,5,0,Light Drizzle,24/03/2021
11:51pm,45,90,9,0,Light Drizzle,24/03/2021
12:44am,46,93,8,0,Light Drizzle,25/03/2021
12:51am,46,93,12,0,Light Drizzle,25/03/2021
1:44am,47,90,12,0,Light Drizzle,25/03/2021
1:51am,47,90,9,0,Light Drizzle,25/03/2021
2:51am,47,93,7,0,Drizzleand Fog,25/03/2021
3:51am,47,97,3,0,Drizzleand Fog,25/03/2021
4:51am,46,93,5,0,Light Drizzle,25/03/2021
5:51am,47,97,3,0,Light Drizzle,25/03/2021
6:51am,49,90,0,0,Fog,25/03/2021
7:51am,50,93,0,0,Fog,25/03/2021
8:51am,53,93,0,0,Fog,25/03/2021
8:53am,52,93,0,0,Fog,25/03/2021
9:51am,54,90,0,0,Fog,25/03/2021
10:46am,54,94,3,0,Fog,25/03/2021
10:51am,55,89,3,0,Fog,25/03/2021
11:32am,57,87,5,0,Fog,25/03/2021
11:51am,58,84,5,0,Haze,25/03/2021
12:45pm,61,77,6,0,Haze,25/03/2021
12:51pm,60,78,5,0,Haze,25/03/2021
1:13pm,63,72,5,0,Mostly Cloudy,25/03/2021
1:51pm,65,70,9,0,Mostly Cloudy,25/03/2021
2:51pm,67,66,8,0,Mostly Cloudy,25/03/2021
3:51pm,67,66,9,0,Mostly Cloudy,25/03/2021
4:21pm,65,65,12,0,Mostly Cloudy,25/03/2021
4:51pm,64,70,10,0,Mostly Cloudy,25/03/2021
5:51pm,63,72,9,0,Cloudy,25/03/2021
6:51pm,63,72,5,0,Mostly Cloudy,25/03/2021
7:51pm,59,78,8,0,Mostly Cloudy,25/03/2021
8:43pm,55,83,12,0,Mostly Cloudy,25/03/2021
8:51pm,54,86,9,0,Mostly Cloudy,25/03/2021
9:27pm,55,83,5,0,Mostly Cloudy,25/03/2021
9:51pm,55,83,7,0,Mostly Cloudy,25/03/2021
10:11pm,56,80,5,0,Partly Cloudy,25/03/2021
10:51pm,56,84,6,0,Cloudy,25/03/2021
11:51pm,54,86,6,0,Cloudy,25/03/2021
12:05am,54,90,5,0,Cloudy,26/03/2021
12:51am,53,89,9,0,Cloudy,26/03/2021
1:51am,52,93,12,0,Light Rain,26/03/2021
2:51am,52,89,8,0,Cloudy,26/03/2021
3:51am,52,89,5,0,Cloudy,26/03/2021
4:08am,52,93,5,0,Cloudy,26/03/2021
4:51am,52,86,3,0,Cloudy,26/03/2021
5:21am,52,89,7,0,Fog,26/03/2021
5:47am,54,88,5,0,Fog,26/03/2021
5:51am,53,89,7,0,Fog,26/03/2021
6:03am,53,89,5,0,Cloudy,26/03/2021
6:51am,54,90,6,0,Cloudy,26/03/2021
7:09am,54,90,6,0,Fog,26/03/2021
7:51am,55,89,9,0,Fog,26/03/2021
8:41am,56,87,10,0,Cloudy,26/03/2021
8:51am,56,87,7,0,Cloudy,26/03/2021
9:51am,54,90,12,0,Fog,26/03/2021
10:19am,54,90,12,0,Light Rain,26/03/2021
10:46am,55,88,10,0,Cloudy,26/03/2021
10:51am,55,89,13,0,Cloudy,26/03/2021
11:51am,62,78,7,0,Cloudy,26/03/2021
12:02pm,63,75,8,0,Mostly Cloudy,26/03/2021
12:51pm,71,61,8,0,Fair,26/03/2021
1:51pm,80,38,21,0,Partly Cloudy / Windy,26/03/2021
2:51pm,81,30,17,0,Partly Cloudy,26/03/2021
3:51pm,82,22,28,0,Partly Cloudy / Windy,26/03/2021
4:51pm,79,25,28,0,Partly Cloudy / Windy,26/03/2021
5:51pm,77,25,26,0,Fair / Windy,26/03/2021
6:51pm,72,30,35,0,Fair / Windy,26/03/2021
7:51pm,67,34,26,0,Fair / Windy,26/03/2021
8:51pm,61,41,26,0,Fair / Windy,26/03/2021
9:51pm,60,42,26,0,Fair / Windy,26/03/2021
10:51pm,58,46,21,0,Fair / Windy,26/03/2021
11:51pm,56,51,22,0, / Windy,26/03/2021
12:51am,56,49,18,0,Fair,27/03/2021
1:51am,56,51,13,0,Fair,27/03/2021
2:51am,55,53,14,0,Fair,27/03/2021
3:51am,54,53,10,0,Fair,27/03/2021
4:51am,52,57,10,0,Fair,27/03/2021
5:51am,52,54,12,0,Fair,27/03/2021
6:51am,51,54,9,0,Fair,27/03/2021
7:51am,51,54,12,0,Fair,27/03/2021
8:51am,52,54,10,0,Fair,27/03/2021
9:51am,55,53,8,0,Fair,27/03/2021
10:51am,58,47,8,0,Fair,27/03/2021
11:51am,62,41,8,0,Fair,27/03/2021
12:51pm,64,38,7,0,Partly Cloudy,27/03/2021
1:51pm,66,36,8,0,Mostly Cloudy,27/03/2021
2:51pm,67,33,6,0,Mostly Cloudy,27/03/2021
3:51pm,63,41,16,0,Mostly Cloudy,27/03/2021
4:51pm,60,46,16,0,Cloudy,27/03/2021
5:51pm,59,49,14,0,Cloudy,27/03/2021
6:51pm,58,53,15,0,Cloudy,27/03/2021
7:51pm,56,57,9,0,Mostly Cloudy,27/03/2021
8:51pm,55,62,10,0,Cloudy,27/03/2021
8:51pm,54,66,8,0,Cloudy,27/03/2021
9:51pm,55,64,8,0,Cloudy,27/03/2021
10:51pm,55,62,7,0,Mostly Cloudy,27/03/2021
11:51pm,53,66,6,0,Mostly Cloudy,28/03/2021
12:51am,52,71,7,0,Partly Cloudy,28/03/2021
2:51am,50,77,9,0,Partly Cloudy,28/03/2021
3:51am,50,80,8,0,Partly Cloudy,28/03/2021
4:51am,50,80,7,0,Cloudy,28/03/2021
5:51am,53,71,7,0,Cloudy,28/03/2021
6:51am,48,83,12,0,Light Rain,28/03/2021
7:51am,47,83,14,0,Cloudy,28/03/2021
8:35am,46,86,12,0,Rain,28/03/2021
8:51am,46,89,13,0,Light Rain,28/03/2021
9:03am,46,86,15,0,Light Rain,28/03/2021
9:31am,46,89,15,0.1,Heavy Rain,28/03/2021
9:47am,46,93,0,0.1,Light Rain,28/03/2021
9:51am,46,93,6,0.2,Heavy Rain,28/03/2021
10:04am,46,89,10,0,Light Rain,28/03/2021
10:33am,47,90,7,0.1,Light Rain,28/03/2021
10:51am,47,90,12,0.1,Light Rain,28/03/2021
11:51am,49,90,8,0.1,Rain,28/03/2021
12:04pm,49,93,9,0,Light Rain,28/03/2021
12:45pm,55,88,12,0,Fog,28/03/2021
12:51pm,55,86,12,0,Fog,28/03/2021
12:54pm,55,86,10,0,Fog,28/03/2021
1:08pm,55,89,9,0,Fog,28/03/2021
1:21pm,55,93,10,0,Fog,28/03/2021
1:51pm,55,93,12,0,Fog,28/03/2021
2:35pm,55,93,10,0,Fog,28/03/2021
2:48pm,55,94,10,0,Cloudy,28/03/2021
2:51pm,56,90,8,0,Cloudy,28/03/2021
3:11pm,56,90,9,0,Cloudy,28/03/2021
3:51pm,55,89,12,0,Cloudy,28/03/2021
4:51pm,57,87,8,0,Cloudy,28/03/2021
5:01pm,57,87,8,0,Cloudy,28/03/2021
5:51pm,58,87,9,0,Mostly Cloudy,28/03/2021
6:51pm,57,83,0,0,Cloudy,28/03/2021
7:51pm,58,84,8,0,Cloudy,28/03/2021
8:05pm,58,84,21,0.1,Heavy Rain / Windy,28/03/2021
8:17pm,58,81,13,0.1,Light Rain,28/03/2021
8:51pm,58,75,22,0.1,Light Rain / Windy,28/03/2021
9:51pm,57,74,13,0,Light Rain,28/03/2021
10:51pm,58,56,18,0,Cloudy,28/03/2021
